Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
63463-UTT,Female,62.3,No,Uttar Pradesh,9.05,17.77,,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.2,596.55,0.0,0.0,276.0,877.64,Churned,Attitude,Attitude of support person
19220-TAM,Male,62.56,No,Tamil Nadu,1.94,36.36,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.89,1124.21,0.0,0.0,2007.85,3110.19,Stayed,,
77101-RAJ,Female,26.44,No,Rajasthan,4.04,34.38,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,88.36,531.19,0.0,0.0,240.66,768.1,Stayed,,
69408-AND,Female,74.49,Yes,Andhra Pradesh,9.34,5.0,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,106.49,5402.83,0.0,0.0,1858.64,6976.52,Stayed,,
91470-HAR,Female,39.05,No,Haryana,3.0,29.28,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.51,307.24,0.0,0.0,54.01,375.4,Stayed,,
97189-KAR,Male,28.51,No,Karnataka,5.15,20.97,Deal 4,Yes,No,No,,,,,,,,,,Two Year,Yes,Credit Card,19.5,438.85,0.0,0.0,42.59,504.65,Stayed,,
56032-TAM,Female,42.09,Yes,Tamil Nadu,4.04,8.27,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,83.73,4476.08,0.0,145.62,1951.58,6407.4,Stayed,,
96129-TAM,Female,23.89,Yes,Tamil Nadu,10.93,11.89,Deal 1,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.86,5848.63,0.0,0.0,463.4,6188.59,Stayed,,
52215-HAR,Female,32.22,Yes,Haryana,3.09,36.57,,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,51.86,1761.0,0.0,73.16,163.11,1958.54,Stayed,,
16633-UTT,Female,47.35,Yes,Uttarakhand,13.55,3.09,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,22.64,1019.97,0.0,0.0,586.12,1634.05,Stayed,,
43742-TAM,Male,56.74,No,Tamil Nadu,11.06,10.98,Deal 5,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.2,121.64,0.0,0.0,106.81,230.1,Stayed,,
87241-TAM,Female,41.71,No,Tamil Nadu,3.92,10.08,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.14,2773.79,0.0,0.0,348.65,3000.03,Stayed,,
54633-UTT,Male,53.51,Yes,Uttar Pradesh,5.16,20.78,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.93,98.39,0.0,0.0,16.1,109.1,Churned,Competitor,Competitor offered more data
41500-KAR,Male,30.94,No,Karnataka,0.99,31.09,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.13,52.93,0.0,0.0,55.82,111.01,Joined,,
27382-UTT,Male,66.01,Yes,Uttar Pradesh,10.69,11.2,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.67,5325.7,0.0,0.0,523.89,5732.39,Stayed,,
25008-BIH,Female,28.9,Yes,Bihar,14.65,3.03,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,99.23,6728.31,0.0,0.0,2111.53,8711.0,Stayed,,
96389-JAM,Female,57.35,Yes,Jammu & Kashmir,15.46,1.01,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.04,1793.49,0.0,0.0,433.46,2265.39,Churned,Attitude,Attitude of support person
58765-HAR,Female,18.21,No,Haryana,15.44,0.99,,No,,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,36.14,425.28,0.0,0.0,0.0,428.62,Stayed,,
87579-KAR,Female,28.21,No,Karnataka,15.09,23.75,,Yes,No,Yes,DSL,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,66.28,446.82,0.0,0.0,341.0,812.99,Stayed,,
22792-AND,Female,52.59,No,Andhra Pradesh,7.77,35.69,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.54,715.48,0.0,0.0,51.66,775.08,Stayed,,
66301-GUJ,Female,47.36,Yes,Gujarat,2.99,29.94,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.99,1333.27,0.0,0.0,142.52,1391.78,Stayed,,
91831-HAR,Female,32.48,Yes,Haryana,8.98,12.88,,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,56.09,3674.7,0.0,0.0,0.0,3883.02,Stayed,,
63751-BIH,Female,61.88,No,Bihar,8.99,10.83,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,23.62,1714.42,0.0,0.0,1504.49,3303.59,Stayed,,
78356-KER,Male,77.79,No,Kerala,4.07,27.81,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal,92.68,3001.31,0.0,0.0,1435.17,4433.21,Stayed,,
86218-HAR,Female,69.49,Yes,Haryana,7.31,23.33,,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,83.95,5159.8,0.0,0.0,1395.07,6843.76,Churned,Attitude,Attitude of support person
24881-HAR,Female,46.65,Yes,Haryana,6.87,32.15,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.16,1105.31,0.0,0.0,298.67,1384.14,Churned,Competitor,Competitor offered more data
97172-WES,Male,79.14,No,West Bengal,2.08,31.21,Deal 1,No,,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,Two Year,No,Credit Card,57.72,4092.92,0.0,40.91,0.0,4104.65,Stayed,,
29509-KER,Female,54.81,Yes,Kerala,0.0,7.08,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.7,472.53,0.0,0.0,710.42,1181.36,Stayed,,
34128-GUJ,Female,48.83,No,Gujarat,8.97,32.03,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,21.38,669.17,0.0,0.0,848.32,1563.88,Stayed,,
94541-KAR,Female,25.86,No,Karnataka,8.16,33.11,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,96.13,6863.4,0.0,0.0,1857.87,8938.3,Stayed,,
96254-UTT,Male,47.72,Yes,Uttar Pradesh,11.81,13.89,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8,4042.53,0.0,0.0,705.17,4990.31,Churned,Price,Extra data charges
27461-MAD,Male,21.81,Yes,Madhya Pradesh,7.28,5.99,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.84,44.6,0.0,0.0,22.65,66.05,Joined,,
82754-MAH,Male,41.49,Yes,Maharashtra,2.09,0.99,,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,59.65,4303.48,0.0,0.0,0.0,4000.38,Stayed,,
97952-ODI,Female,62.65,Yes,Odisha,9.3,19.63,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.12,2655.22,0.0,0.0,827.6,3458.79,Churned,Attitude,Attitude of service provider
71205-AND,Female,50.15,No,Andhra Pradesh,6.93,33.03,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,49.2,581.29,0.0,116.87,579.12,1295.35,Churned,Price,Extra data charges
72285-JAM,Female,45.81,No,Jammu & Kashmir,9.09,20.39,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,-1.04,162.08,0.0,0.0,10.67,169.71,Churned,Competitor,Competitor made better offer
37737-PUN,Male,53.32,No,Punjab,11.27,23.38,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,71.34,4459.13,0.0,0.0,860.92,5432.84,Stayed,,
13703-TEL,Male,36.2,Yes,Telangana,5.02,20.69,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.33,447.13,0.0,0.0,125.77,568.22,Churned,Dissatisfaction,Product dissatisfaction
14600-ASS,Female,53.19,Yes,Assam,1.96,30.03,,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,21.12,79.47,0.0,0.0,182.95,269.12,Stayed,,
25046-HAR,Female,45.41,Yes,Haryana,8.22,35.17,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,93.33,4893.97,0.0,61.37,132.96,5293.89,Stayed,,
33495-JAM,Female,77.29,Yes,Jammu & Kashmir,1.94,24.77,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,93.64,3019.15,24.93,0.0,991.62,4031.45,Stayed,,
36279-TAM,Male,48.97,Yes,Tamil Nadu,1.04,15.58,,No,,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,50.37,2041.36,0.0,80.78,0.0,2256.18,Stayed,,
24866-HAR,Female,60.47,Yes,Haryana,6.08,0.98,Deal 2,Yes,No,No,,,,,,,,,,One Year,No,Mailed Check,21.5,996.28,0.0,0.0,1158.99,2259.76,Stayed,,
61836-MAH,Male,36.12,No,Maharashtra,2.02,37.13,Deal 3,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,20.21,550.99,0.0,0.0,106.83,645.76,Stayed,,
74699-GUJ,Female,62.82,No,Gujarat,0.99,20.81,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,95.19,7011.73,0.0,0.0,124.25,6968.47,Stayed,,
81858-KER,Female,46.42,Yes,Kerala,10.2,8.2,Deal 4,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,78.82,1140.78,0.0,0.0,143.51,1252.49,Stayed,,
47429-UTT,Female,57.61,Yes,Uttar Pradesh,13.2,3.07,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.23,7805.17,0.0,0.0,1515.18,9776.41,Churned,Competitor,Competitor had better devices
36427-TAM,Female,62.61,Yes,Tamil Nadu,6.26,21.41,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,79.72,1707.0,0.0,58.25,243.64,2080.93,Stayed,,
95736-RAJ,Male,51.5,No,Rajasthan,1.04,29.6,,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85.74,5991.23,0.0,0.0,2516.45,8694.04,Stayed,,
49485-JAM,Male,56.34,No,Jammu & Kashmir,13.79,2.1,,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,60.83,1407.48,0.0,10.36,669.7,2098.77,Stayed,,
77311-MAD,Male,47.8,Yes,Madhya Pradesh,9.36,19.17,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.9,20.52,0.0,0.0,39.39,61.31,Joined,,
72610-MAH,Male,37.55,No,Maharashtra,4.07,33.66,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,19.75,463.04,0.0,0.0,380.01,842.73,Stayed,,
14743-KAR,Female,77.88,No,Karnataka,7.34,31.06,Deal 1,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,66.95,4850.56,0.0,0.0,0.0,4927.46,Stayed,,
11596-KAR,Female,39.22,No,Karnataka,15.24,11.44,Deal 4,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,50.03,559.74,0.0,83.3,119.25,744.1,Stayed,,
19280-TEL,Female,55.21,No,Telangana,7.27,33.06,Deal 4,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,43.65,932.55,0.0,0.0,0.0,913.53,Churned,Dissatisfaction,Network reliability
79601-KAR,Male,45.4,Yes,Karnataka,12.29,11.07,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,114.2,8444.62,22.4,41.59,1648.29,9964.18,Stayed,,
75794-GUJ,Female,41.99,No,Gujarat,1.04,15.11,,Yes,Yes,No,,,,,,,,,,Two Year,Yes,Bank Withdrawal,26.15,2016.3,0.0,0.0,979.98,3054.3,Stayed,,
34626-BIH,Male,42.58,No,Bihar,13.99,4.96,,No,,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,53.65,890.01,0.0,0.0,0.0,927.3,Stayed,,
68634-TEL,Female,19.36,Yes,Telangana,9.29,9.17,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,77.94,1741.2,0.0,49.69,1025.27,2794.83,Stayed,,
73015-KER,Male,28.95,No,Kerala,3.04,26.46,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,91.77,448.44,17.98,0.0,74.2,502.27,Stayed,,
77495-PUN,Male,44.33,Yes,Punjab,13.63,16.17,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,113.32,7678.91,0.0,102.22,3176.28,10916.24,Stayed,,
14458-MAH,Female,67.82,No,Maharashtra,3.05,0.99,Deal 2,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.98,857.97,0.0,0.0,138.19,977.21,Stayed,,
69034-UTT,Female,40.66,No,Uttar Pradesh,12.8,1.99,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.84,4192.06,0.0,0.0,523.45,5021.44,Stayed,,
52609-BIH,Male,25.68,Yes,Bihar,13.85,14.53,Deal 5,Yes,No,Yes,Cable,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,55.19,266.68,0.0,0.0,150.74,430.71,Stayed,,
44155-HAR,Female,20.22,Yes,Haryana,4.97,8.76,,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,86.38,6263.51,0.0,0.0,1076.24,7199.73,Stayed,,
32673-RAJ,Male,55.7,Yes,Rajasthan,7.92,25.99,,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,26.12,1025.33,0.0,0.0,1963.83,2864.9,Stayed,,
68697-DEL,Female,30.79,Yes,Delhi,10.98,36.39,,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60.45,1275.2,0.0,0.0,156.62,1470.09,Stayed,,
47555-GUJ,Female,23.54,Yes,Gujarat,12.12,10.86,,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Credit Card,60.96,2072.07,11.03,0.0,903.39,3076.26,Stayed,,
94050-WES,Male,62.69,No,West Bengal,12.29,6.79,Deal 3,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,68.53,2553.66,0.0,0.0,172.26,2601.69,Stayed,,
84317-BIH,Male,76.84,No,Bihar,10.23,28.9,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Two Year,Yes,Credit Card,76.34,804.97,0.0,0.0,517.1,1340.98,Stayed,,
53441-TAM,Female,37.17,Yes,Tamil Nadu,15.42,30.66,,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,57.88,1690.87,0.0,0.0,701.53,2328.66,Stayed,,
63820-KAR,Male,20.98,Yes,Karnataka,11.49,4.9,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,26.01,1712.71,0.0,0.0,1386.42,3080.77,Stayed,,
27643-KAR,Female,55.36,No,Karnataka,4.03,18.03,,No,,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,45.74,2563.33,4.13,0.0,0.0,2608.27,Stayed,,
46162-AND,Female,77.74,Yes,Andhra Pradesh,3.99,11.51,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.36,802.48,0.0,0.0,74.09,872.83,Churned,Competitor,Competitor had better devices
44192-HAR,Male,34.11,Yes,Haryana,7.33,29.22,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,87.91,5659.54,0.0,0.0,866.67,6765.23,Stayed,,
78711-MAD,Female,61.9,Yes,Madhya Pradesh,1.05,24.31,,Yes,No,No,,,,,,,,,,Two Year,No,Bank Withdrawal,20.74,1475.09,0.0,0.0,796.04,2371.86,Stayed,,
85989-TAM,Female,43.86,No,Tamil Nadu,6.03,18.31,Deal 4,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.09,501.91,0.0,0.0,460.83,940.21,Stayed,,
39512-TEL,Female,38.8,Yes,Telangana,10.48,11.85,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.47,201.94,0.0,0.0,167.34,346.92,Churned,Other,Don't know
66309-JAM,Female,48.83,No,Jammu & Kashmir,3.08,2.98,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,78.77,5786.51,0.0,0.0,2957.33,8670.3,Stayed,,
53100-GUJ,Female,58.79,Yes,Gujarat,10.46,24.25,Deal 1,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,62.14,3953.87,0.0,0.0,576.61,4571.18,Stayed,,
22506-KAR,Male,23.02,No,Karnataka,6.94,5.95,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,19.62,1392.05,0.0,0.0,505.49,1972.95,Stayed,,
45778-KAR,Female,42.0,Yes,Karnataka,4.12,12.57,,Yes,Yes,No,,,,,,,,,,Two Year,No,Bank Withdrawal,26.1,1091.29,0.0,0.0,1233.95,2448.62,Stayed,,
82353-UTT,Female,19.48,No,Uttar Pradesh,8.8,7.19,Deal 1,Yes,Yes,No,,,,,,,,,,Two Year,No,Credit Card,25.86,1878.46,0.0,0.0,1002.95,2789.49,Stayed,,
99593-UTT,Female,21.52,No,Uttar Pradesh,13.41,12.51,Deal 2,Yes,No,No,,,,,,,,,,One Year,No,Bank Withdrawal,19.75,1316.17,0.0,0.0,1594.55,3044.46,Stayed,,
27736-BIH,Male,42.43,No,Bihar,5.07,3.14,,No,,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,39.31,2737.57,0.0,0.0,0.0,2781.1,Stayed,,
83153-KER,Female,76.31,No,Kerala,3.99,33.3,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,88.6,388.62,40.31,0.0,68.99,422.79,Stayed,,
28901-TEL,Female,65.12,Yes,Telangana,10.38,33.1,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.56,1571.73,46.44,0.0,533.44,1995.35,Churned,Dissatisfaction,Poor expertise of phone support
95836-TEL,Male,21.79,No,Telangana,2.01,6.01,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.52,396.0,0.0,0.0,604.38,937.24,Stayed,,
53666-HAR,Male,34.52,No,Haryana,7.91,25.02,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.57,977.89,0.0,0.0,2007.92,2962.81,Stayed,,
57681-ODI,Female,78.68,No,Odisha,10.05,28.28,,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Two Year,No,Credit Card,58.17,297.77,0.0,19.84,216.14,531.67,Stayed,,
88272-PUN,Female,51.29,Yes,Punjab,1.97,16.97,Deal 4,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,67.31,926.18,0.0,0.0,297.8,1275.83,Churned,Competitor,Competitor offered more data
37529-MAH,Female,74.05,No,Maharashtra,5.94,4.06,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.23,244.23,0.0,0.0,148.06,394.36,Churned,Competitor,Competitor had better devices
69827-HAR,Male,55.54,No,Haryana,5.93,9.05,Deal 2,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,54.38,3420.44,0.0,0.0,1127.0,4685.67,Stayed,,
34330-TAM,Male,38.3,No,Tamil Nadu,14.75,10.69,,No,,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Credit Card,34.35,250.49,0.0,0.0,0.0,251.77,Stayed,,
39400-UTT,Female,31.42,No,Uttar Pradesh,10.5,5.08,,No,,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.84,25.15,0.0,0.0,0.0,25.62,Churned,Other,Don't know
84563-WES,Female,66.66,Yes,West Bengal,5.23,34.22,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,121.21,6913.56,0.0,0.0,244.95,7057.1,Stayed,,
29093-ASS,Male,55.61,Yes,Assam,5.88,6.26,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,20.4,21.05,0.0,0.0,12.1,32.3,Joined,,
69142-UTT,Male,59.82,Yes,Uttar Pradesh,10.84,27.06,,No,,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,24.88,47.76,0.0,0.0,0.0,49.05,Churned,Competitor,Competitor offered more data
61871-MAD,Female,40.13,No,Madhya Pradesh,14.95,27.69,,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,68.94,1437.55,0.0,0.0,447.17,1812.72,Stayed,,
41202-UTT,Female,46.96,No,Uttar Pradesh,6.86,30.73,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,119.99,8637.55,0.0,0.0,3369.02,12198.51,Stayed,,
21015-TEL,Female,41.04,No,Telangana,7.15,17.1,,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,106.79,7612.68,0.0,0.0,1258.98,8950.59,Stayed,,
48059-AND,Male,51.53,Yes,Andhra Pradesh,15.29,15.01,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.04,355.4,0.0,0.0,124.74,477.88,Stayed,,
83817-UTT,Male,47.75,No,Uttar Pradesh,8.4,18.69,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Mailed Check,21.05,21.52,0.0,0.0,10.62,31.35,Joined,,
39322-UTT,Female,44.29,No,Uttar Pradesh,11.69,33.52,,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,108.17,3328.28,0.0,101.87,528.0,4041.42,Churned,Attitude,Attitude of service provider
68968-HAR,Male,49.87,Yes,Haryana,13.62,29.8,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,94.97,5289.84,0.0,0.0,2362.86,7293.51,Stayed,,
33601-UTT,Male,30.44,No,Uttar Pradesh,2.03,35.02,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.47,584.88,0.0,0.0,369.18,946.06,Stayed,,
67293-JAM,Female,63.84,No,Jammu & Kashmir,14.59,11.1,Deal 4,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,98.55,1179.24,0.0,0.0,608.13,1803.92,Stayed,,
32391-HAR,Female,76.35,No,Haryana,13.54,35.14,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.95,5014.69,0.0,0.0,966.13,5879.51,Churned,Price,Long distance charges
66343-TEL,Female,41.91,No,Telangana,8.36,30.58,Deal 5,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,52.85,50.22,0.0,0.0,24.68,72.16,Churned,Dissatisfaction,Network reliability
76341-BIH,Female,31.84,Yes,Bihar,15.68,16.72,,Yes,No,No,,,,,,,,,,Two Year,No,Credit Card,20.24,1307.17,34.53,0.0,2917.78,4199.04,Stayed,,
38452-MAH,Female,33.41,No,Maharashtra,5.9,13.64,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,46.67,47.37,0.0,0.0,45.02,96.34,Joined,,
91510-ASS,Female,66.65,No,Assam,9.34,7.06,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.29,3024.25,18.08,0.0,1111.68,4131.19,Churned,Competitor,Competitor made better offer
35527-TAM,Female,18.41,Yes,Tamil Nadu,2.08,12.2,Deal 3,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,40.57,1768.34,0.0,0.0,0.0,1682.0,Stayed,,
